id,name,host_id,host_name,neighbou_1,latitude,longitude,room_type,price,minimum_ni
"72906",Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,"176117",Richard Carson,District 18,36.131219999999999,-86.800659999999993,Entire home/apt,"81","2"
"329997",A+ Cottage & private courtyard! 5 mins to Downtown,"1684051",Rick,District 19,36.175800000000002,-86.799499999999995,Entire home/apt,"92","2"
"421290",Private Entry Studio Suite/King/Wetbar/DT 5 min,"1684051",Rick,District 19,36.172300000000000,-86.792500000000004,Entire home/apt,"76","2"
"431258","5 MIN TO DT! 2 Bdrm, 2.5 Baths Hot tub & Patio!","1684051",Rick,District 19,36.175800000000002,-86.799499999999995,Entire home/apt,"227","2"
"632636",Admire the Skyline from the Rooftop Terrace at a Chic Suite,"1684051",Rick,District 19,36.172300000000000,-86.792500000000004,Entire home/apt,"142","2"
"681880",Luxurious Rustic Cozy Guesthouse,"3471162",Tiffany,District 7,36.216279999999998,-86.709350000000001,Entire home/apt,"89","2"
"692017",The Music City U.S.A Plantation,"3537810",Paul,District 34,36.069809999999997,-86.773740000000004,Entire home/apt,"1275","2"
"747429",Downtown Great Getaway,"2066370",Lisa,District 21,36.182760000000002,-86.802959999999999,Entire home/apt,"332","2"
"914787",4 BEDS ?WALK to Downtown Nashville ?Pool & Parking,"4910520",Amy,District 19,36.175400000000003,-86.781930000000003,Entire home/apt,"155","1"
"1006989",Private Carriage House,"1896384",John And Mike,District 6,36.175089999999997,-86.735810000000001,Entire home/apt,"95","2"
"1009550",The Fab GuesT QuarTers Suite,"5554006",Jacque,District 7,36.212350000000001,-86.704610000000002,Entire home/apt,"109","3"
"1039298",Hotel-quality Two-bedroom Suite,"5721539",Alyce,District 7,36.224899999999998,-86.722949999999997,Entire home/apt,"79","2"
"1130166",Private Suite in University Area,"6201847",Cally And  Ken,District 17,36.122000000000000,-86.788439999999994,Entire home/apt,"85","2"
"1206512",Designer's Home in Belmont/12South,"3759875",Alayna,District 18,36.126089999999998,-86.796629999999993,Entire home/apt,"600","4"
"1209395",Music Row Midtown Apartment,"6604593",Michael,District 19,36.148829999999997,-86.796289999999999,Entire home/apt,"94","3"
"1300670",Valentino's Retreat,"119023",Dana,District 10,36.321140000000000,-86.726439999999997,Entire home/apt,"135","2"
"1376970",East Nashville private duplex apt,"387150",Kristina,District 7,36.189450000000001,-86.725309999999993,Entire home/apt,"89","30"
"1537921",Truly Central East Nashville Private Cozy Cottage,"113637",Cynthia,District 6,36.167940000000002,-86.737589999999997,Entire home/apt,"111","2"
"1546787",Cozy Guesthouse in 12 S Neighborhood,"6855810",UrbanNashville,District 18,36.129030000000000,-86.793360000000007,Entire home/apt,"85","2"
"1557535",ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,"8291189",John,District 7,36.226370000000003,-86.709689999999995,Entire home/apt,"625","3"
"1583339",Heart of Historic East Nashville,"1567001",Amy,District 6,36.178330000000003,-86.744259999999997,Entire home/apt,"375","2"
"1583557",Entire Upstairs-2 Bedroom Private/Owner downstairs,"1567001",Amy,District 6,36.178330000000003,-86.744259999999997,Entire home/apt,"150","1"
"1584280",Cheapestead Cottage East Nashville,"8440705",Carolyn,District 6,36.176490000000001,-86.742369999999994,Entire home/apt,"90","2"
"1661560","East Nash tucked away, retro, killer porch, view!","8804227",Kelli,District 6,36.176220000000001,-86.735119999999995,Entire home/apt,"174","1"
"1786497",2BR Artsy Retro in East Nashville: Great Reviews!,"7503893",Angie,District 7,36.195059999999998,-86.715680000000006,Entire home/apt,"99","30"
"1793477",East Nashville Underground Apt.,"7509912",Sarah & Steve,District 7,36.197800000000001,-86.705680000000001,Entire home/apt,"135","2"
"1840652",A Downtown Great GetAway!,"2066370",Lisa,District 21,36.176420000000000,-86.809020000000004,Entire home/apt,"349","2"
"1885504","2 Master Suites, 30-day Rental 10 mins to downtown","9805687",Brent,District 16,36.109630000000003,-86.741950000000003,Entire home/apt,"96","2"
"2083878","3min to DWTN!/2 bds, 1.5bths/Private Suite","10643952",Khira,District 19,36.170740000000002,-86.790570000000002,Entire home/apt,"113","1"
"2138177",Rustic Designer Suite near City Center,"6521193",Terry And Piper,District 6,36.161369999999998,-86.753270000000001,Entire home/apt,"140","30"
"2170733",Charming East Nashville Home,"6036692",Ruthie,District 6,36.188540000000003,-86.744519999999994,Entire home/apt,"100","30"
"2181743",Take It Easy at an Urban Cottage in East Nashville/near Dt,"7073590",Brigitte,District 6,36.169759999999997,-86.738370000000003,Entire home/apt,"175","1"
"2247632",Country in the city( NINE beds! East Nashville),"2245687",Kyah,District 6,36.186399999999999,-86.717789999999994,Entire home/apt,"357","3"
"2273933",Sylvan Park home 2 mi- downtown,"441439",Angela,District 24,36.140580000000000,-86.825509999999994,Entire home/apt,"550","3"
"2316288",?? NEWLY RENOVATED 1930 Cottage?? PRIME Location??,"7428690",Matt & Steph,District 6,36.187190000000001,-86.742429999999999,Entire home/apt,"211","2"
"2396505",Luxe Comfort in an Artistic & Historic Home,"12098481",Bryan,District 18,36.135489999999997,-86.812569999999994,Entire home/apt,"706","30"
"2479230",2BR/1BA Long-Term FURNISHED Rental by Vandy,"2800334",Kristin,District 19,36.144539999999999,-86.794520000000006,Entire home/apt,"90","30"
"2577619",NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,"2275056",Debbie,District 18,36.140717000000002,-86.815483000000000,Entire home/apt,"649","2"
"2581896","Live Like a Local in E. Nashville, 196 5* Reviews","13221453",Christy,District 6,36.170610000000003,-86.742559999999997,Entire home/apt,"182","2"
"2590492",Purple Moon River House  Monthly Rentals Only,"13262394",Dee,District 15,36.242199999999997,-86.705309999999997,Entire home/apt,"275","30"
"2666769",Cottage at West End/Vandy/Hillsboro,"9551442",Debra,District 21,36.147050000000000,-86.818449999999999,Entire home/apt,"98","1"
"2694882","E. Nashville, 207 5* Reviews, Close to Everything","13221453",Christy,District 6,36.170290000000001,-86.741039999999998,Entire home/apt,"149","2"
"2726453",Luxury Living & Perfect Location Walk to Music Row,"2275056",Debbie,District 18,36.140770000000003,-86.814790000000002,Entire home/apt,"151","2"
"2743820","East Nashville, 2 Bedroom Bungalow","5443095",Brad,District 7,36.217829999999999,-86.715220000000002,Entire home/apt,"110","30"
"2811765",Historic Bungalow - 3 BR & 2.5 Bath,"5461408",Nancy,District 17,36.134340000000002,-86.777349999999998,Entire home/apt,"100","30"
"2824336","Modern Home, Gulch, Blocks from Downtown","14448697",Che,District 19,36.149090000000001,-86.788679999999999,Entire home/apt,"528","2"
"2871526",Cozy 1920s Cottage in 12th South,"2915436",Brad,District 17,36.128340000000001,-86.786100000000005,Entire home/apt,"277","5"
"2874811","Modern, Stylish,  5 ? Cottage close to EVERYTHING!","3751912",Chaney,District 6,36.166620000000002,-86.748599999999996,Entire home/apt,"75","30"
"2906844",Beautiful Loft Apt East Nashville,"6117864",Sara,District 6,36.177180000000000,-86.741090000000000,Entire home/apt,"93","2"
"2908364","River View, Dock, Pool, Hot tub, CASR-201517041","14858294",Bill And Anne,District 15,36.220140000000001,-86.706260000000000,Entire home/apt,"662","3"
"2931998",Light-filled Modern Bungalow at Musician's Hideaway,"5151272",Carly,District 6,36.174770000000002,-86.739810000000006,Entire home/apt,"347","3"
"2950152","Nashville, Downtown ,Vandy ,Belmont, Pets welcome","15060012",William And Vicki,District 17,36.142249999999997,-86.792860000000005,Entire home/apt,"248","1"
"2958698","4 BR Home, 10 min to Dwntwn","6653482",Jessica,District 24,36.145789999999998,-86.839569999999995,Entire home/apt,"300","2"
"3021231",12th S- WALK TO RESTAURANTS!! 3 MILES TO DOWNTOWN,"15395208",Julie And Josh,District 17,36.121330000000000,-86.782449999999997,Entire home/apt,"408","3"
"3043332",Loaded Vagabond Studio (Near Opry and Downtown),"293488",Caitlin,District 15,36.164290000000001,-86.683840000000004,Entire home/apt,"75","2"
"3052313",Beautiful Belmont Home Perfect for Family Fun!,"15539580",Robert,District 18,36.122280000000003,-86.801519999999996,Entire home/apt,"600","2"
"3056884","Mulberry House, Upscale Guest Cottage in Nashville","13960682",Doug,District 25,36.114809999999999,-86.789289999999994,Entire home/apt,"300","2"
"3107569",DOWNTOWN 7000 sf Mansion 7 Min to Broadway!,"15494980",Devon,District 5,36.199759999999998,-86.760570000000001,Entire home/apt,"839","4"
"3121821",Charming private apt. in hip area,"14083317",Merrilyn,District 6,36.187739999999998,-86.741150000000005,Entire home/apt,"95","1"
"3123909",Spacious 4BR Townhouse near Downtown,"7961115",Blake,District 19,36.181609999999999,-86.790859999999995,Entire home/apt,"499","2"
"3158038",Welcome to 12 South comfort!,"5611748",Melissa,District 17,36.134799999999998,-86.785139999999998,Entire home/apt,"495","2"
"3275310",Cozy Chic Cottage in Popular East Nashville,"6233192",Michelle,District 6,36.179420000000000,-86.730800000000002,Entire home/apt,"224","3"
"3288576",Belmont Modern Loft Guest House,"2275056",Debbie,District 18,36.124650000000003,-86.794700000000006,Entire home/apt,"179","1"
"3379848",Casual Comfort at The Hotel Not California,"17050462",Patrick & Janet,District 16,36.124510000000001,-86.711230000000000,Entire home/apt,"134","2"
"3398939",!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,"17145199",Brad,District 19,36.174129999999998,-86.782200000000003,Entire home/apt,"115","1"
"3464176",Spacious Home in Cool East Nashville - #2019071966,"17453866",Alex,District 5,36.178660000000001,-86.769670000000005,Entire home/apt,"429","2"
"3578360",East Nashville & Easy Bike Downtown,"11006332",Cp,District 6,36.163690000000003,-86.740459999999999,Entire home/apt,"200","2"
"3595967","New, Spacious, Clean, near Downtown","14103090",Gary,District 17,36.139550000000000,-86.764880000000005,Entire home/apt,"395","3"
"3615228",Sylvan Park Guest Quarters,"39713",Ellen,District 24,36.150399999999998,-86.847009999999997,Entire home/apt,"60","30"
"3648549","Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South","931636",Debby,District 25,36.103729999999999,-86.796250000000001,Entire home/apt,"126","2"
"3686152",12th South Dream Retreat - Family Friendly!,"15586733",Neal,District 17,36.126899999999999,-86.783709999999999,Entire home/apt,"433","2"
"3694888",Location! Music Row Gulch Downtown!,"18816131",Sean,District 19,36.150530000000003,-86.789609999999996,Entire home/apt,"114","1"
"3696753",Restrung East Nashville Condo,"18830581",Mike & Kate,District 6,36.170690000000000,-86.755930000000006,Entire home/apt,"177","3"
"3703925","Charming flat in heart of Nashville, Sylvan Park","441439",Angela,District 24,36.141269999999999,-86.825590000000005,Entire home/apt,"112","1"
"3704256",Cozy Bungalow,"3568608",Anna,District 6,36.181880000000000,-86.726230000000001,Entire home/apt,"60","2"
"3710914",Cottage-Style East Nashville Home close to Downtown,"225274317",Wendy,District 5,36.180810000000001,-86.771490000000000,Entire home/apt,"142","2"
"3742359",Five Star Buena Vista East Nashville Loft,"13976860",Connie,District 6,36.169370000000001,-86.736480000000000,Entire home/apt,"129","2"
"3789558",Beautiful Home Very Close to Downtown,"19451333",Narum,District 23,36.131110000000000,-86.881299999999996,Entire home/apt,"257","3"
"3793659",Family Home Downtown Nashville,"9633722",Molly,District 19,36.171360000000000,-86.794060000000002,Entire home/apt,"212","2"
"3811909",Modern Cottage East Nashville,"11543228",Jess,District 6,36.182350000000000,-86.726759999999999,Entire home/apt,"89","2"
"3861690",Southern Charm on the Farm,"19743617",Tom & Ann,District 35,36.052740000000000,-87.034980000000004,Entire home/apt,"135","2"
"3867817","Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!","19969236",Elizabeth,District 24,36.122100000000003,-86.842200000000005,Entire home/apt,"263","30"
"3895594",Nature in Music City,"20164535",Brian,District 30,36.075879999999998,-86.711730000000003,Entire home/apt,"105","30"
"3907104","Restored Historic Home, Steps from Dining & Shops","593556",Alece,District 6,36.174570000000003,-86.751159999999999,Entire home/apt,"159","1"
"3949381","SWANKY PAD, KILLER LOCATION!!!","8025232",Dj,District 18,36.125810000000001,-86.809259999999995,Entire home/apt,"100","14"
"3952633",Stylish Condo in Trendy 12South,"7096686",Meredith,District 17,36.123849999999997,-86.777190000000004,Entire home/apt,"106","27"
"4033674","Modern Condo & Pool,Downtown Close! BudgetFriendly","14657565",Daphne,District 17,36.126440000000002,-86.778430000000000,Entire home/apt,"94","1"
"4047679",1BR/1BA Music Row Long-Term Executive Suite,"2800334",Kristin,District 17,36.142749999999999,-86.794870000000003,Entire home/apt,"72","30"
"4067086",Urban Art District Abode,"9596278",Jacob,District 17,36.143920000000001,-86.762270000000001,Entire home/apt,"122","1"
"4100639",!!RIVERFRONT CONDO WITH VIEW*  WALK TO BROADWAY!!,"17145199",Brad,District 19,36.171050000000001,-86.780330000000006,Entire home/apt,"111","1"
"4110237","Trendy, Brand New Condo One Mile From Downtown.","16949507",Anastacia And Freddy,District 21,36.159619999999997,-86.806510000000003,Entire home/apt,"136","1"
"4169295",Belmont 12th South DREAM HOUSE: Top rated home,"2275056",Debbie,District 18,36.124650000000003,-86.796890000000005,Entire home/apt,"1299","2"
"4170603",8th Ave. Near 12 South and Downtown,"16831211",Chris,District 17,36.126089999999998,-86.777919999999995,Entire home/apt,"87","3"
"4178988",Award Winning Private Cottage NASHVILLE,"9551442",Debra,District 6,36.174799999999998,-86.738079999999997,Entire home/apt,"141","1"
"4197716",Scandinavian Style Apartment in Heart of East Nashville,"12122804",Cass And Martin,District 6,36.181109999999997,-86.732290000000006,Entire home/apt,"94","1"
"4227049",East Nashville Victorian Home,"7153613",Tammi,District 6,36.187289999999997,-86.736230000000006,Entire home/apt,"325","2"
"4252199",Big & Cozy East Nashville Retreat,"22066344",Katie,District 5,36.183270000000000,-86.752049999999997,Entire home/apt,"369","2"
"4275484",The Hamilton ? 3 BR/2 BA ? 1.5 mi to Broadway,"22196890",Donald,District 17,36.138069999999999,-86.767319999999998,Entire home/apt,"149","3"
"4278005","""Plan B"" Guest Suite","21259075",Jessica,District 24,36.148400000000002,-86.846710000000002,Entire home/apt,"45","30"
"4302855","The Commodore-Stay ON Vandy Campus, Stay 3 Nights Get 4th Free Nov-Feb!","6675690",Isabeau And Shaun,District 18,36.137509999999999,-86.812669999999997,Entire home/apt,"214","2"
"4303083","Beautifully Chic Home on the East Side, Clean & Sanitized","6675690",Isabeau And Shaun,District 6,36.171439999999997,-86.747829999999993,Entire home/apt,"224","2"
"4351066",Modern Studio in Hip Melrose,"16587828",Cal,District 17,36.126790000000000,-86.778310000000005,Entire home/apt,"68","2"
"4358798",East Nashville 1930's Cottage Unit B,"16922948",Meagan,District 7,36.192410000000002,-86.725290000000001,Entire home/apt,"85","30"
"4365735",East Nashville 1930'a Cottage Unit A,"16922948",Meagan,District 7,36.192290000000000,-86.725300000000004,Entire home/apt,"195","28"
"4404303",Private Loft Apt Vandy / Belmont,"22862844",Olivia,District 18,36.133609999999997,-86.806780000000003,Entire home/apt,"99","2"
"4436799",Midtown/Kristofferson's old Apt!,"23029956",Ricky,District 19,36.152589999999996,-86.795929999999998,Entire home/apt,"174","1"
"4438136","Updated Historic Home, Vibrant Park, HVAC w/ UV L","10389445",Janet,District 24,36.133540000000004,-86.825649999999996,Entire home/apt,"330","2"
"4476315","Charming Poppy House Villa, Walk to Music and More.","23224852",Jamie,District 19,36.145550000000000,-86.789599999999993,Entire home/apt,"222","2"
"4485271",DOWNTOWN Riverfront Condo close to BROADWAY ACTION,"23271865",Harry,District 19,36.173319999999997,-86.780519999999996,Entire home/apt,"122","2"
"4490882",Great Condo in 12South,"7096686",Meredith,District 17,36.125290000000000,-86.778139999999993,Entire home/apt,"146","27"
"4491931",Mid-Century Modern East Nashville Craftsman in Five Points,"23301240",Andy,District 6,36.176139999999997,-86.743060000000000,Entire home/apt,"159","2"
"4494569","Germantown 4bd, 2 Miles from Bdwy","23314330",Sara,District 19,36.180900000000001,-86.792490000000001,Entire home/apt,"513","2"
"4511965",Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,"13221453",Christy,District 6,36.171100000000003,-86.742270000000005,Entire home/apt,"314","2"
"4531756",Southern Charm meets Old World Hospitality,"23496125",Maria Davis,District 25,36.088769999999997,-86.795130000000000,Entire home/apt,"628","3"
"4604518",Gated community w/yard & parking?Close to Downtown,"8008453",Alyssa,District 17,36.124429999999997,-86.763440000000003,Entire home/apt,"351","2"
"4621726","Cute, Cozy Cottage in Nashville","17913438",Randa,District 24,36.146529999999998,-86.843410000000006,Entire home/apt,"156","2"
"4625481",Downtown Nashville Condo on River,"83323910",Rebecca,District 19,36.173940000000002,-86.779910000000001,Entire home/apt,"196","2"
"4688417",Artistic Craftsman Home in East Nashville,"9244640",Kate,District 5,36.189920000000001,-86.749219999999994,Entire home/apt,"245","2"
"4688669",Luxurious Downtown Corner Views 2 bed 2bath-#211,"24241984",Patsy,District 19,36.155940000000001,-86.765749999999997,Entire home/apt,"246","2"
"4787052",Nashville Carriage House,"24675632",Bill And Debbie,District 6,36.185040000000001,-86.745949999999993,Entire home/apt,"105","1"
"4796367",Greenway Golden Bnb - E. Nashville getaway,"7267223",Chris & Daniella,District 7,36.202289999999998,-86.701989999999995,Entire home/apt,"149","1"
"4803359",Spacious 1BD in Quiet Green Setting,"19451333",Narum,District 23,36.130620000000000,-86.880989999999997,Entire home/apt,"113","30"
"4806588",!!RIVERFRONT CONDO WITH VIEW*WALK TO BROADWAY!! 60,"17145199",Brad,District 19,36.170679999999997,-86.778540000000007,Entire home/apt,"111","1"
"4809998",East Nashville 3BR - Great location,"24774248",Doy,District 5,36.192079999999997,-86.761129999999994,Entire home/apt,"163","2"
"4810344",12 South Apartment for Rent,"4983840",Nathan,District 18,36.132790000000000,-86.791129999999995,Entire home/apt,"80","1"
"4857128",Cozy Green Hills apartment (1 mi from Lipscomb U.),"24987037",Patrick,District 25,36.094740000000002,-86.791889999999995,Entire home/apt,"94","3"
"4861360",Little Hollywood Gem East Nashville,"25006117",Stephanie,District 6,36.178080000000001,-86.735240000000005,Entire home/apt,"190","2"
"4917247",Entire Cozy Cottage/5 Points/E Nash,"18167773",Emily,District 6,36.177770000000002,-86.740390000000005,Entire home/apt,"121","2"
"4924659",Freshly Renovated Historic Suite,"25366040",Todd,District 24,36.149700000000003,-86.843710000000002,Entire home/apt,"100","1"
"4949787",4BDRM/7QUEEN Artist's Home*Deck*Gated w/a Park,"25467486",Erin,District 17,36.123339999999999,-86.763430000000000,Entire home/apt,"170","3"
"4958707",The Ruby at Music Row,"9596278",Jacob,District 19,36.145949999999999,-86.787700000000001,Entire home/apt,"123","1"
"5014393",Sweet cottage on Nashville farm!,"6216127",Terry Jo,District 34,36.043939999999999,-86.834239999999994,Entire home/apt,"138","90"
"5061506",Well Appointed Craftsman Style Row Home in Nations,"22933775",Lauren & Robert,District 20,36.158140000000003,-86.841449999999995,Entire home/apt,"204","2"
"5102074",No more new rentals allowed,"26248043",Jason,District 11,36.241470000000000,-86.613090000000000,Entire home/apt,"2750","60"
"5174212",Cozy East Nashville Cottage with Relaxed Southern Style,"14318200",Julian,District 5,36.202660000000002,-86.746840000000006,Entire home/apt,"94","1"
"5193246",Full Studio Apt w/Mini-Kitchen,"26863205",Doug,District 8,36.216450000000002,-86.730490000000003,Entire home/apt,"48","30"
"5209891","Hip, Cozy East Nashville Paradise. Pet friendly!","26952016",Brian,District 7,36.229730000000004,-86.712750000000000,Entire home/apt,"245","1"
"5212573",Poplar Hollow Barn,"26945569",Pam,District 35,36.056089999999998,-86.970519999999993,Entire home/apt,"124","2"
"5261347",12 South Loft - Private Guesthouse,"26604311",John & Lori,District 17,36.118690000000001,-86.783299999999997,Entire home/apt,"162","2"
"5317695",2 Blocks from Music Row!,"6855810",UrbanNashville,District 17,36.137210000000003,-86.793160000000000,Entire home/apt,"169","2"
"5329979",Luxury Hillsboro Village Condo,"27621511",Adam,District 18,36.136339999999997,-86.803169999999994,Entire home/apt,"137","30"
"5334208",Period Cottage in the Foodie East Nashville Neighborhood,"6233192",Michelle,District 7,36.204039999999999,-86.726950000000002,Entire home/apt,"300","30"
"5450001",Best Deal near downtown- Adorable!!,"16805934",Rachael,District 16,36.099310000000003,-86.739379999999997,Entire home/apt,"129","2"
"5480793",Cozy Lockeland Springs Private Loft,"28422447",Greg,District 6,36.172829999999998,-86.738100000000003,Entire home/apt,"92","2"
"5497835",4BR in East Nashville on Greenway,"11279036",Kelly And Aron,District 6,36.167980000000000,-86.726349999999996,Entire home/apt,"140","2"
"5523154",Fantastic Location! West End/Vanderbilt/Elliston,"11513024",Monika,District 21,36.147689999999997,-86.806970000000007,Entire home/apt,"90","90"
"5532667",Nashville Cottage at 5 Points,"26060758",Alexa,District 6,36.178870000000003,-86.749269999999996,Entire home/apt,"100","1"
"5557887",?DT Riverfront Condo! 1 mi?Broadway*?FREE PARKNG?*,"88959664",Julian,District 19,36.175719999999998,-86.782250000000005,Entire home/apt,"132","2"
"5560170",Kooler Kendall,"9154329",Melissa,District 24,36.134909999999998,-86.863600000000005,Entire home/apt,"342","3"
"5570561",Stylish Ranch Retreat - Be Downtown in 15 minutes,"733538",John Mark,District 26,36.061309999999999,-86.770830000000004,Entire home/apt,"218","3"
"5582584",*WONDERFUL NEW 4 BEDROOM HOME. CLOSE TO DOWNTOWN*,"25162776",Frances,District 5,36.195729999999998,-86.763099999999994,Entire home/apt,"344","2"
"5590547",Hip East Nashville - Front Porch,"124275854",Alexa,District 6,36.178469999999997,-86.747110000000006,Entire home/apt,"144","2"
"5591141",Germantown - 1.7 mi to downtown,"28988137",R.C. & Beth,District 19,36.181019999999997,-86.794169999999994,Entire home/apt,"184","1"
"5593364",Private flat with a view!,"28999686",Kelly,District 6,36.174750000000003,-86.736050000000006,Entire home/apt,"130","2"
"5605938",Inviting East Nashville Home,"26588108",Jennifer,District 6,36.172110000000004,-86.749499999999998,Entire home/apt,"294","4"
"5685029",Stylish East Nashville Getaway,"18115633",Nathan,District 6,36.172770000000000,-86.745859999999993,Entire home/apt,"415","2"
"5717222","Big cozy house w/pool, near airport","29640416",Mark,District 13,36.141959999999997,-86.636099999999999,Entire home/apt,"169","2"
"5726670",12South Charmer. Guest Cottage ideal for ext. stay,"10633841",Emily,District 17,36.118060000000000,-86.788120000000006,Entire home/apt,"65","30"
"5759335",Massive Palace Close to Downtown!,"18071351",Daniel,District 19,36.171610000000001,-86.793530000000004,Entire home/apt,"859","1"
"5761616",Stay in Style Where the Musicians Live,"5178185",Joel,District 6,36.171109999999999,-86.745829999999998,Entire home/apt,"442","1"
"5767371",*FABULOUS NEW HOMES(S) CLOSE TO BROADWAY** 2,"25162776",Frances,District 5,36.197670000000002,-86.763109999999998,Entire home/apt,"397","2"
"5773891",Cute East Nashville Pad,"29955861",Jim,District 5,36.200049999999997,-86.754559999999998,Entire home/apt,"114","2"
"5794839","Heidtke House, A Rare Find & Featured on TV!","13960675",John,District 15,36.168250000000000,-86.670630000000003,Entire home/apt,"224","5"
"5795538","Updated Tudor Home with Backyard Deck, Office, and Kid Space","30066988",Keavy,District 5,36.187210000000000,-86.752539999999996,Entire home/apt,"181","2"
"5796020",Best East Nashville Location - 3000ft2 Classic,"30070119",Matt And Shara,District 6,36.179949999999998,-86.746759999999995,Entire home/apt,"335","3"
"5808960","Luxurious Private Studio, 10 min to downtown","30139823",Jessica,District 25,36.102359999999997,-86.786090000000002,Entire home/apt,"112","2"
"5859347",Comfy home in East Nashville,"13224315",Emma & David,District 6,36.180909999999997,-86.717100000000002,Entire home/apt,"220","3"
"5864046",East Nashville Eco Home,"5819048",John & Jenn,District 5,36.187330000000003,-86.771529999999998,Entire home/apt,"214","2"
"5920152","$4M - 9,000ft Belle Meade Estate w/ Pool","30745101",Marc,District 23,36.119709999999998,-86.853870000000001,Entire home/apt,"1400","3"
"5930642",Wyndham Nashville- 1 bdrm near Gaylord Palms,"30787515",Brooke,District 15,36.216850000000001,-86.702830000000006,Entire home/apt,"161","2"
"5933237",Charming renovated bungalow,"14083317",Merrilyn,District 6,36.188029999999998,-86.740769999999998,Entire home/apt,"178","2"
"5964509",Breathtaking Views of Nashville-Close to Downtown,"30962240",Xenos,District 21,36.153838999999998,-86.823882999999995,Entire home/apt,"392","2"
"5970743","Dolly's Tennessee Whiskey! Trendy Loft! Walk to Broadway, Free Parking! 2nd Ave","30995912",Jessica Joy,District 19,36.154949999999999,-86.770430000000005,Entire home/apt,"147","3"
"5984997",The Launch Pad,"19288905",Sandy,District 17,36.142569999999999,-86.762190000000004,Entire home/apt,"129","1"
"5989908",Hillisboro Treehouse:  Stay 30+ Days Only,"22327607",Gina,District 18,36.128839999999997,-86.811589999999995,Entire home/apt,"54","30"
"6001003",Hotel-Style Room 1-Block from Lower Broadway!,"16246720",Music City Guest House,District 19,36.164700000000003,-86.776150000000001,Entire home/apt,"956","1"
"6099376",Cute Nashville Craftsman Apt-Minutes to Downtown!,"31649105",Matthew,District 5,36.191260000000000,-86.758080000000007,Entire home/apt,"500","2"
"6113766",Lovely East Nashville Private Suite,"31720018",Kristyn,District 6,36.179099999999998,-86.738519999999994,Entire home/apt,"115","2"
"6133502",Cozy apartment by Old Hickory lake,"30612185",Chad,District 11,36.248710000000003,-86.639489999999995,Entire home/apt,"71","2"
"6162409",Mt Juliet: 1BR Happy Hollow Cabin,"27950672",Thomm And Eva,District 33,36.124389999999998,-86.546059999999997,Entire home/apt,"94","5"
"6198601",Sunny treetop loft walk to 5 points,"9012461",Geoff,District 6,36.170749999999998,-86.742030000000000,Entire home/apt,"139","1"
"6210434",Stroll to East Nashville Restaurants from Cozy Guest Suite,"12122804",Cass And Martin,District 6,36.181109999999997,-86.732290000000006,Entire home/apt,"81","1"
"6213651",The Stewart House in 12th South - Half House,"15586733",Neal,District 18,36.124730000000000,-86.793409999999994,Entire home/apt,"167","2"
"6223197",Home (3BR) Close to everything EAST Nashville,"32272323",Jason,District 5,36.181399999999996,-86.753420000000006,Entire home/apt,"199","3"
"6225946",Musician's Abode - East Nashville,"9012461",Geoff,District 6,36.170259999999999,-86.743250000000003,Entire home/apt,"136","1"
"6227141",Rollin On The River,"32298087",Ruth,District 7,36.205030000000001,-86.699240000000003,Entire home/apt,"95","2"
"6227228","2 Bedroom near City Center, Long Term Stays Only","6427723",Bryan And Alison,District 6,36.163330000000002,-86.752330000000001,Entire home/apt,"142","30"
"6235842","Clean, Modern Five Points Apartment","96028937",David,District 5,36.177560000000000,-86.755600000000001,Entire home/apt,"150","2"
"6238833",Perfect Home in Germantown Hot Spot!!,"16805934",Rachael,District 19,36.179490000000001,-86.793400000000005,Entire home/apt,"484","2"
"6246236",Freedom Annex,"7020921",Annaleigh,District 20,36.156019999999998,-86.878590000000003,Entire home/apt,"114","3"
"6247676",Dreamy Tiny House Cottage-Most Wish-listed in Tennessee,"32440482",Jonathan & Rebecca,District 17,36.124420000000001,-86.753699999999995,Entire home/apt,"96","1"
"6256932",14-Person Condo overlooking Nissan Stadium & River,"16246720",Music City Guest House,District 19,36.164430000000003,-86.775909999999996,Entire home/apt,"970","1"
"6276671","? Cozy! spa, lux, large patio, 3bd/2ba,freparking?","32624016",Jonathan,District 24,36.148339999999997,-86.828170000000000,Entire home/apt,"224","2"
"6291787",4 Bedroom New Constr 1 Acre Estate,"32713332",Leah,District 23,36.112620000000000,-86.853430000000003,Entire home/apt,"750","1"
"6299318",The Jackson,"9596278",Jacob,District 16,36.103749999999998,-86.734430000000003,Entire home/apt,"106","1"
"6299334",Sylvan Park Home - 3 BR/ 3 Baths,"32757654",Stu,District 24,36.144910000000003,-86.849469999999997,Entire home/apt,"200","2"
"6305488",Wyndham Nashville- 2 bdrm condo,"30787515",Brooke,District 15,36.218809999999998,-86.702950000000001,Entire home/apt,"166","2"
"6361524","Eastside Oasis - Convenient, Clean & Comfy","3375180",Jo,District 2,36.229120000000002,-86.765270000000001,Entire home/apt,"150","30"
