STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,id,name_2,host_id,host_name,neighbourh,neighbou_1,latitude,longitude,room_type,price,minimum_ni,number_of_,last_revie,reviews_pe,calculated,availabili,number_o_1,license
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","7805346",The Robertson -  Fab Urban Country,"9596278",Jacob,,District 20,36.156469999999999,-86.867940000000004,Entire home/apt,"110","1","505",2021/11/30,6.540000000000000,"4","294","65",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","13139208","Chez Bewer, private room,balcony, and bath.","73222963",Kirk,,District 20,36.154089999999997,-86.863910000000004,Private room,"139","1","247",2021/11/21,3.660000000000000,"2","329","35",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","13388342",Nashville's hottest Airbnb!,"76043551",Daniel,,District 20,36.155929999999998,-86.861210000000000,Entire home/apt,"477","2","224",2021/10/31,3.370000000000000,"1","40","7",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","14487681",Nashvegas getaway/ hot tub/ 6 miles to downtown,"23834026",Darlene,,District 20,36.152459999999998,-86.872150000000005,Entire home/apt,"153","2","153",2021/11/22,2.360000000000000,"1","141","40",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","15807102",♫Here for a Good Time♫ 9 Min to DTN ⏱ 10AM CheckIn,"52168747",Fred,,District 20,36.156550000000003,-86.861419999999995,Entire home/apt,"300","2","118",2021/11/27,1.900000000000000,"1","44","24",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","16265448","Bright, comfortable, & convenient - no hidden fees","106367383",Joel,,District 20,36.151229999999998,-86.863529999999997,Entire home/apt,"250","3","110",2021/11/27,1.820000000000000,"1","326","22",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","16302619",The Holiday Home! Brand New & Sleeps 12,"106666990",Tyler And Wes,,District 20,36.162529999999997,-86.875950000000003,Entire home/apt,"254","3","199",2021/12/13,3.290000000000000,"1","161","30",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","16635019",Cozy Red Door Cottage,"109895093",Mary,,District 20,36.154600000000002,-86.867040000000003,Entire home/apt,"150","3","133",2021/11/28,2.260000000000000,"1","353","23",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","16945346","Quaint, Retro, West Nash Cottage","27790568",Justin & Sunshine,,District 20,36.153359999999999,-86.867050000000006,Entire home/apt,"89","1","302",2021/11/21,5.120000000000000,"1","118","74",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","19738055",The Red Barn Loft - Charming Getaway in Nashville,"19573486",Nicole,,District 20,36.157589999999999,-86.873850000000004,Entire home/apt,"200","1","203",2021/11/28,3.770000000000000,"1","164","59",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","20614238",Home away from home-10mins from downtown Nashville,"147341754",Martisca,,District 20,36.156350000000003,-86.875410000000002,Entire home/apt,"192","2","15",2019/09/02,0.290000000000000,"1","66","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","21723860","4BR Brand New Spacious, Clean Home in The Nations!","114574279",Kelsey,,District 20,36.155340000000002,-86.865780000000001,Entire home/apt,"300","1","7",2019/11/10,0.150000000000000,"1","0","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","21804968","Large new home, multiple balconies, skyline view!","6242360",Alex,,District 20,36.152169999999998,-86.864050000000006,Entire home/apt,"600","1","0",,,"1","365","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","22520815",Kirk's Retreat,"73222963",Kirk,,District 20,36.152169999999998,-86.863759999999999,Private room,"139","1","89",2021/12/12,2.020000000000000,"2","86","22",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","23582563",Private West Nashville Annex - Spacious & Cozy!,"76613293",Denise,,District 20,36.163319999999999,-86.876609999999999,Entire home/apt,"66","1","159",2021/12/06,3.480000000000000,"1","265","38",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","28637925",Holidays in Nashville!★Brand New★Sleeps 12,"6721823",Tyler And Josh,,District 20,36.151350000000001,-86.867210000000000,Entire home/apt,"266","3","200",2021/11/22,5.110000000000000,"2","327","62",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","35802891",Nashville Getaway - 10 Minutes from Downtown,"49109954",Kimberly,,District 20,36.151280000000000,-86.869370000000004,Entire home/apt,"196","1","24",2021/11/28,1.110000000000000,"1","157","19",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","39816532",Basic private room and bath to relax & enjoy!,"6982602",Laura,,District 20,36.158230000000003,-86.865120000000005,Private room,"105","30","40",2021/11/06,1.670000000000000,"1","31","16",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","41682090",Southern Bungalow | City Privacy | 12+ Beds,"6721823",Tyler And Josh,,District 20,36.157179999999997,-86.872590000000002,Entire home/apt,"276","1","3",2020/03/16,0.130000000000000,"2","225","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","42690971",Cozy Home 7 miles to Broadway FREE parking!,"340077068",Hey Y'All,,District 20,36.163249999999998,-86.871070000000003,Entire home/apt,"143","2","41",2021/11/27,1.910000000000000,"1","99","31",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","42926036",Welcome to West Park Place! 6mi to Downtown Nash!,"71112010",Jeanelle,,District 20,36.160339999999998,-86.868790000000004,Entire home/apt,"192","2","5",2020/09/20,0.270000000000000,"5","56","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43139078",Spacious 3 Bedroom Home★Private Bathroom in EVERY Bedroom!★ Game Room★ Free Early Check-In Nov-Feb!,"1445093",Andrew & Rachel,,District 20,36.158360000000002,-86.873149999999995,Entire home/apt,"222","2","37",2021/11/22,1.940000000000000,"15","337","29",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43139129",Spacious 3 Bedroom Home★Garage Parking★ Private Bathroom in EVERY Bedroom!★ 9 Beds★Free Early Check-In Nov-Feb,"1445093",Andrew & Rachel,,District 20,36.158279999999998,-86.874139999999997,Entire home/apt,"222","2","35",2021/11/26,1.850000000000000,"15","354","29",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43139150",Spacious 3 Bedroom Home★Garage Parking★ Private Bathroom in EVERY Bedroom!★ 9 Beds★Free Early Check-In Nov-Feb,"1445093",Andrew & Rachel,,District 20,36.156730000000003,-86.874279999999999,Entire home/apt,"220","2","37",2021/11/26,2.050000000000000,"15","350","29",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43139177",Spacious 3 Bedroom Home★Garage Parking★ Private Bathroom in EVERY Bedroom!★ 9 Beds★Free Early Check-In Nov-Feb,"1445093",Andrew & Rachel,,District 20,36.158740000000002,-86.874179999999996,Entire home/apt,"222","2","35",2021/11/28,1.950000000000000,"15","332","28",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43139199",Spacious 3 Bedroom Home★Garage Parking★ Private Bathroom in EVERY Bedroom!★ 9 Beds★Free Early Check-In Nov-Feb,"1445093",Andrew & Rachel,,District 20,36.156920000000000,-86.874480000000005,Entire home/apt,"213","2","28",2021/11/28,1.470000000000000,"15","341","24",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43267720",2  Adjacent Homes!!  19 Beds ★ Sleeps 20 ★ 6 Bedrooms ★ 6 FULL Bathrooms!!!,"1445093",Andrew & Rachel,,District 20,36.158490000000000,-86.873450000000005,Entire home/apt,"699","2","2",2021/09/26,0.320000000000000,"15","331","2",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","43268019",2 Side-by-Side Homes!!!! 19 Beds ★ Sleeps 20 ★ 6 Bedrooms ★ 6 FULL Bathrooms!!!!!,"1445093",Andrew & Rachel,,District 20,36.156709999999997,-86.873469999999998,Entire home/apt,"688","2","2",2021/10/19,0.720000000000000,"15","327","2",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","44101579","Piomingo - Minutes from Downtown, Eclectic Design","58267356",Rose,,District 20,36.153050000000000,-86.860990000000001,Entire home/apt,"400","1","44",2021/11/30,2.820000000000000,"1","140","34",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","45002939",GORGEOUS HOME ✹CLOSE TO ACTION ✹ RELAX & HAVE FUN,"101426897",Host Extraordinaires,,District 20,36.159219999999998,-86.879040000000003,Entire home/apt,"157","2","32",2021/12/13,2.220000000000000,"123","343","22",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","49899194",☆☆Sweet House near Downtown Nashville & Airport!☆☆,"94244401",Inge,,District 20,36.164700000000003,-86.871070000000003,Entire home/apt,"150","30","0",,,"1","180","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","51275662",10 mins from Downtown! Townhouse in The Nations,"232870041",Zach,,District 20,36.162739999999999,-86.869659999999996,Private room,"60","30","0",,,"1","365","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","51880150",Centrally located 2BR/2BA minutes from everything!,"50408862",Tony,,District 20,36.160260000000001,-86.873069999999998,Entire home/apt,"89","30","1",2021/12/13,1.000000000000000,"1","246","1",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","51985103",Vibey Stays-For the babes! Only 8 mins to Broadway,"421004691",Neysha,,District 20,36.158659999999998,-86.869219999999999,Entire home/apt,"314","1","6",2021/12/06,4.390000000000000,"1","227","6",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","52168210",Nice private bedroom with bathroom,"84493048",Jingbin,,District 20,36.156170000000003,-86.862309999999994,Private room,"55","30","0",,,"5","336","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","52410184",Cozy West Nashville Home - 7 Miles to Downtown,"196687971",Leanna,,District 20,36.163440000000001,-86.871610000000004,Entire home/apt,"120","30","0",,,"1","7","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","52515864","Nations Nest! Walkable, 10 min➾DT, Newly furnished","88959664",Julian,,District 20,36.154710000000001,-86.859859999999998,Entire home/apt,"311","300","0",,,"23","195","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","52689994",comfy room,"84493048",Jingbin,,District 20,36.154969999999999,-86.864540000000005,Private room,"40","30","0",,,"5","335","0",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","52808206",NEW! Idyllic Nashville Townhome: 7 Mi to Music Row,"121235121",Evolve,,District 20,36.160029999999999,-86.879859999999994,Entire home/apt,"216","2","1",2021/11/21,1.000000000000000,"24","349","1",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","52915126",NEW! Quiet West Nashville Escape w/ Modern Updates,"121235121",Evolve,,District 20,36.160010000000000,-86.878659999999996,Entire home/apt,"233","2","2",2021/12/05,1.460000000000000,"24","340","2",
"47","037","013202","47037013202","132.02",Census Tract 132.02,G5020,S,"2721406","12651","+36.1602781","-086.8703605","53794070",comfortable room,"84493048",Jingbin,,District 20,36.155909999999999,-86.876999999999995,Private room,"45","30","0",,,"5","339","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","6246236",Freedom Annex,"7020921",Annaleigh,,District 20,36.156019999999998,-86.878590000000003,Entire home/apt,"114","3","208",2021/11/22,2.620000000000000,"1","330","32",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","12242919",West Nashville Condo with Pool,"9151087",Greg & Katie,,District 20,36.158000000000001,-86.887889999999999,Entire home/apt,"89","30","8",2019/09/16,0.120000000000000,"1","200","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","14220743","Great House Sleeps 8, Super Close to Downtown","19451333",Narum,,District 20,36.143599999999999,-86.884829999999994,Entire home/apt,"250","3","46",2021/11/01,0.710000000000000,"4","63","10",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","19053043",A charming 3 Bedrooms 1 bath 7 miles to D.T,"132993764",Tiffany And Osman,,District 20,36.148220000000002,-86.877009999999999,Entire home/apt,"111","1","199",2021/12/13,3.940000000000000,"1","334","59",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","23747597",Private Apt w/Modern Charm in West Nash~8 mi⇢Dwtn,"21470668",Kaitlyn,,District 20,36.153030000000001,-86.879890000000003,Entire home/apt,"101","3","39",2019/11/11,0.930000000000000,"1","0","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","24574665",The Fiddle Fig House,"31175732",Meredith,,District 20,36.154409999999999,-86.884069999999994,Private room,"100","2","67",2021/11/01,1.520000000000000,"1","176","27",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","27359638",sweet home,"84493048",Jingbin,,District 20,36.157409999999999,-86.878720000000001,Private room,"36","30","7",2021/10/05,0.260000000000000,"5","302","1",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","28412861","Explore the Nearby Park at a Welcoming, Homey Hideaway","214514100",Nick & Vanda,,District 20,36.158270000000002,-86.878910000000005,Entire home/apt,"115","3","23",2019/08/09,0.610000000000000,"1","0","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","31862127",Charming and Private 2Bdr/1Bth,"141354370",Kebreab,,District 20,36.142879999999998,-86.884609999999995,Entire home/apt,"55","30","8",2021/05/29,0.240000000000000,"1","135","4",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","33256235",Rest on the Porch at the Harbor Hideaway in West Nashville,"247612418",Kim + Alex,,District 20,36.157359999999997,-86.883550000000000,Entire home/apt,"207","3","79",2021/11/27,2.370000000000000,"2","114","26",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","33991603",5 miles from downtown,"256655328",Errine,,District 20,36.158369999999998,-86.879450000000006,Entire home/apt,"150","1","10",2020/11/08,0.370000000000000,"1","0","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","38322185",The Cumberland Cottage - Furnished Monthly Rental!,"85360355",StayLocal,,District 20,36.153520000000000,-86.885400000000004,Entire home/apt,"96","31","12",2021/10/08,0.450000000000000,"81","0","5",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","38750648",Beautiful Luxury Townhome ✹ Perfect For Big Groups,"101426897",Host Extraordinaires,,District 20,36.159489999999998,-86.880279999999999,Entire home/apt,"169","2","62",2021/12/12,2.290000000000000,"123","206","33",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","39922408",Feels like Home,"307634114",Kelly,,District 20,36.157339999999998,-86.882940000000005,Entire home/apt,"150","2","6",2020/02/23,0.240000000000000,"1","0","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","40593906",Harbor Retreat ⚓ - 8 BEDS near  ⛵ - 8AM Check-In ☀,"247612418",Kim + Alex,,District 20,36.158619999999999,-86.884039999999999,Entire home/apt,"228","2","21",2021/11/27,1.220000000000000,"2","2","18",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","45003250",AMAZING TOWNHOME ✹ SAFE AREA ✹ PERFECT FOR GROUPS,"101426897",Host Extraordinaires,,District 20,36.158850000000001,-86.879519999999999,Entire home/apt,"150","2","26",2021/08/29,2.220000000000000,"123","228","26",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","45015102",BEAUTIFUL CITY TOWNHOME ★ MINS TO BROADWAY,"101426897",Host Extraordinaires,,District 20,36.158310000000000,-86.880300000000005,Entire home/apt,"172","2","23",2021/12/12,1.830000000000000,"123","197","22",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","45066347",COZY CORPORATE HOME *GREAT LOCATION* 30 DAY MIN,"330413872",Cat,,District 20,36.149569999999997,-86.875110000000006,Entire home/apt,"319","3","2",2021/09/06,0.160000000000000,"2","362","1",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","46550706",BEAUTIFUL GATED TOWNHOME ★ CLOSE TO THE ACTION,"101426897",Host Extraordinaires,,District 20,36.157859999999999,-86.879760000000005,Entire home/apt,"169","2","19",2021/10/10,1.600000000000000,"123","232","19",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","47182415",TWO AMAZING TOWNHOMES ★ BOOK TOGETHER ★ GATED PARK,"101426897",Host Extraordinaires,,District 20,36.159239999999997,-86.879859999999994,Entire home/apt,"1664","2","10",2021/10/11,0.940000000000000,"123","191","10",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","47939149",TWO BEAUTIFUL TOWNHOMES ★ GREAT FOR GROUPS,"101426897",Host Extraordinaires,,District 20,36.159059999999997,-86.879909999999995,Entire home/apt,"399","2","16",2021/11/27,1.810000000000000,"123","227","16",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","48065984",✦ WEST SIDE CHARMER ✦ CONVENIENT LOCATION  ✦,"101426897",Host Extraordinaires,,District 20,36.158009999999997,-86.878950000000003,Entire home/apt,"164","2","34",2021/12/05,3.330000000000000,"123","337","34",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","50932345",Cozy and Private 2 bedroom/ 1 bathroom,"38047364",Semhar,,District 20,36.144309999999997,-86.882310000000004,Entire home/apt,"60","30","1",2021/10/18,0.490000000000000,"1","291","1",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","51957801","FUN 42’ NashVegas Yacht! 2B/1BA, Sleeps 4","198085025",Rhonda,,District 20,36.158090000000001,-86.884810000000002,Entire home/apt,"117","3","0",,,"3","359","0",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","52030536",Cozy home,"84493048",Jingbin,,District 20,36.156599999999997,-86.878519999999995,Private room,"40","30","1",2021/11/21,1.000000000000000,"5","331","1",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","52808165",NEW! Modern Nashville Townhome < 5 Mi to Downtown!,"121235121",Evolve,,District 20,36.159230000000001,-86.880150000000000,Entire home/apt,"236","2","2",2021/12/05,2.000000000000000,"24","334","2",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","52808171",NEW! Nashville Escape: Easy Access to Downtown!,"121235121",Evolve,,District 20,36.158650000000002,-86.878799999999998,Entire home/apt,"240","2","3",2021/12/05,2.200000000000000,"24","330","3",
"47","037","013201","47037013201","132.01",Census Tract 132.01,G5020,S,"1909944","254000","+36.1496854","-086.8826046","52915119",NEW! Updated Music City Retreat ~ 5 Mi to Downtown,"121235121",Evolve,,District 20,36.157829999999997,-86.879149999999996,Entire home/apt,"237","2","2",2021/12/05,1.760000000000000,"24","347","2",
"47","037","018409","47037018409","184.09",Census Tract 184.09,G5020,S,"3432607","0","+36.0757738","-086.9512200",,,,,,,,,,,,,,,,,,
"47","037","018410","47037018410","184.10",Census Tract 184.10,G5020,S,"1227824","0","+36.0712762","-086.9382585","21782285",Modern and Spacious Townhouse,"5250143",Diane,,District 22,36.072510000000001,-86.931079999999994,Entire home/apt,"203","2","87",2021/12/12,1.750000000000000,"1","252","21",
"47","037","018410","47037018410","184.10",Census Tract 184.10,G5020,S,"1227824","0","+36.0712762","-086.9382585","24223728",Private Room and Bath (Bring your air mattress!),"100130904",Kaitlyn,,District 22,36.073009999999996,-86.927840000000003,Private room,"30","1","6",2018/05/22,0.130000000000000,"1","0","0",
"47","037","018410","47037018410","184.10",Census Tract 184.10,G5020,S,"1227824","0","+36.0712762","-086.9382585","27489950",The Tennessee Cottage-West Nashville Convenience!,"85360355",StayLocal,,District 22,36.065970000000000,-86.937680000000000,Entire home/apt,"120","1","7",2021/11/08,0.180000000000000,"81","350","1",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","13221741",Cute & Cozy - Minutes from Downtown & Airport,"38710717",Brian,,District 13,36.130760000000002,-86.697280000000006,Entire home/apt,"181","2","188",2021/11/28,2.840000000000000,"2","265","17",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","15127355",Country Oasis ~ 10min to Downtown,"4141516",Lauren,,District 13,36.130279999999999,-86.703550000000007,Entire home/apt,"152","30","35",2021/07/31,0.550000000000000,"1","364","3",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","16023993","Private and convenient, with a bit of artsy","50552567",Briena,,District 13,36.131320000000002,-86.704120000000003,Private room,"60","1","339",2021/12/07,5.580000000000000,"1","91","48",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","16055345",Close - Convenient - Cozy  Place to yourself!,"100892095",Michelle And Michael,,District 13,36.131549999999997,-86.698329999999999,Entire home/apt,"126","2","162",2021/12/12,2.680000000000000,"1","229","38",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","17344578",Private Room w/ Private Bath in Nashville,"29130971",Mia,,District 13,36.133009999999999,-86.702240000000003,Private room,"55","1","15",2017/04/01,0.260000000000000,"1","0","0",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","18837676",Cozy Home with Great Location!,"130144630",Crissy,,District 13,36.142159999999997,-86.707380000000001,Private room,"73","1","33",2020/03/16,0.660000000000000,"2","0","0",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","20479906",Quaint Bungalow,"146201449",Jennifer,,District 13,36.129399999999997,-86.700379999999996,Entire home/apt,"350","2","0",,,"1","0","0",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","22795197",5 Miles from Downtown-The Cozy House On Ainlay,"80511042",Kaley,,District 13,36.129820000000002,-86.703519999999997,Private room,"108","2","40",2021/05/24,0.940000000000000,"3","0","4",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","22817684",Simple Single room in a great location!,"130144630",Crissy,,District 13,36.142119999999998,-86.707329999999999,Private room,"53","1","20",2021/10/15,0.460000000000000,"2","31","11",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","23021796",10 minutes From Downtown- The Cozy House On Ainlay,"80511042",Kaley,,District 13,36.127879999999998,-86.706010000000006,Entire home/apt,"158","2","2",2019/09/29,0.050000000000000,"3","0","0",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","33369768",WALKING DISTANCE TO AIRPORT (SOUND PROOF),"251386243",Derek,,District 13,36.135460000000002,-86.700460000000007,Entire home/apt,"300","2","0",,,"1","0","0",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","33492728",Newly Renovated! Resting in Rojo Nashville Studio,"252380036",Caroline,,District 13,36.131830000000001,-86.702529999999996,Entire home/apt,"126","1","56",2021/11/21,1.720000000000000,"1","70","9",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","33721577",Newly Remodeled Condo - Minutes from Downtown/BNA,"38710717",Brian,,District 13,36.131749999999997,-86.698369999999997,Entire home/apt,"182","2","80",2021/11/30,2.630000000000000,"2","250","39",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","43637105","Renovated 3 Bed/2 Bath Cottage, Deck/Yard, 7 Beds","44704798",Joe,,District 13,36.131219999999999,-86.703410000000005,Entire home/apt,"205","2","49",2021/12/05,2.630000000000000,"1","138","41",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","49069442",Hotel Preston,"267913366",Hotel,,District 13,36.142962439904124,-86.701838121469521,Hotel room,"0","1","321",2021/11/29,13.359999999999999,"1","0","145",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","50456672",Cozy House with Patio- 10 Min From Downtown,"80511042",Kaley,,District 13,36.129390000000001,-86.704790000000003,Private room,"122","1","2",2021/10/24,0.870000000000000,"3","11","2",
"47","037","015804","47037015804","158.04",Census Tract 158.04,G5020,S,"1664634","0","+36.1346906","-086.7023849","51617397",The Cottage on Kirby - 5 min from the Airport,"77930747",Gretchen,,District 13,36.126199999999997,-86.697379999999995,Entire home/apt,"115","1","17",2021/12/11,6.370000000000000,"2","4","17",
