"GEO_ID","NAME","H1_001N","H1_002N","H1_003N"
"id","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant"
"1000000US470370113002004","Block 2004, Block Group 2, Census Tract 113, Davidson County, Tennessee","19","15","4"
"1000000US470370113002005","Block 2005, Block Group 2, Census Tract 113, Davidson County, Tennessee","24","24","0"
"1000000US470370113002006","Block 2006, Block Group 2, Census Tract 113, Davidson County, Tennessee","18","18","0"
"1000000US470370113002007","Block 2007, Block Group 2, Census Tract 113, Davidson County, Tennessee","19","19","0"
"1000000US470370113002008","Block 2008, Block Group 2, Census Tract 113, Davidson County, Tennessee","22","22","0"
"1000000US470370113002009","Block 2009, Block Group 2, Census Tract 113, Davidson County, Tennessee","52","52","0"
"1000000US470370113002010","Block 2010, Block Group 2, Census Tract 113, Davidson County, Tennessee","263","252","11"
"1000000US470370113002011","Block 2011, Block Group 2, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113002012","Block 2012, Block Group 2, Census Tract 113, Davidson County, Tennessee","2","2","0"
"1000000US470370113002013","Block 2013, Block Group 2, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113002014","Block 2014, Block Group 2, Census Tract 113, Davidson County, Tennessee","67","49","18"
"1000000US470370113002015","Block 2015, Block Group 2, Census Tract 113, Davidson County, Tennessee","30","11","19"
"1000000US470370113002016","Block 2016, Block Group 2, Census Tract 113, Davidson County, Tennessee","31","31","0"
"1000000US470370113002017","Block 2017, Block Group 2, Census Tract 113, Davidson County, Tennessee","25","23","2"
"1000000US470370113002018","Block 2018, Block Group 2, Census Tract 113, Davidson County, Tennessee","28","28","0"
"1000000US470370113002019","Block 2019, Block Group 2, Census Tract 113, Davidson County, Tennessee","5","0","5"
"1000000US470370113002020","Block 2020, Block Group 2, Census Tract 113, Davidson County, Tennessee","21","21","0"
"1000000US470370113002021","Block 2021, Block Group 2, Census Tract 113, Davidson County, Tennessee","51","51","0"
"1000000US470370113002022","Block 2022, Block Group 2, Census Tract 113, Davidson County, Tennessee","2","0","2"
"1000000US470370113002023","Block 2023, Block Group 2, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113002024","Block 2024, Block Group 2, Census Tract 113, Davidson County, Tennessee","26","5","21"
"1000000US470370113002025","Block 2025, Block Group 2, Census Tract 113, Davidson County, Tennessee","8","8","0"
"1000000US470370113002026","Block 2026, Block Group 2, Census Tract 113, Davidson County, Tennessee","4","4","0"
"1000000US470370113002027","Block 2027, Block Group 2, Census Tract 113, Davidson County, Tennessee","11","9","2"
"1000000US470370113002028","Block 2028, Block Group 2, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113003000","Block 3000, Block Group 3, Census Tract 113, Davidson County, Tennessee","4","4","0"
"1000000US470370113003001","Block 3001, Block Group 3, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113003002","Block 3002, Block Group 3, Census Tract 113, Davidson County, Tennessee","276","60","216"
"1000000US470370113003003","Block 3003, Block Group 3, Census Tract 113, Davidson County, Tennessee","66","66","0"
"1000000US470370113003004","Block 3004, Block Group 3, Census Tract 113, Davidson County, Tennessee","50","34","16"
"1000000US470370113003005","Block 3005, Block Group 3, Census Tract 113, Davidson County, Tennessee","33","22","11"
"1000000US470370113003006","Block 3006, Block Group 3, Census Tract 113, Davidson County, Tennessee","113","69","44"
"1000000US470370113003007","Block 3007, Block Group 3, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113003008","Block 3008, Block Group 3, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113003009","Block 3009, Block Group 3, Census Tract 113, Davidson County, Tennessee","38","35","3"
"1000000US470370113003010","Block 3010, Block Group 3, Census Tract 113, Davidson County, Tennessee","0","0","0"
"1000000US470370113003011","Block 3011, Block Group 3, Census Tract 113, Davidson County, Tennessee","81","76","5"
"1000000US470370113003012","Block 3012, Block Group 3, Census Tract 113, Davidson County, Tennessee","3","3","0"
"1000000US470370113003013","Block 3013, Block Group 3, Census Tract 113, Davidson County, Tennessee","8","6","2"
"1000000US470370113003014","Block 3014, Block Group 3, Census Tract 113, Davidson County, Tennessee","25","17","8"
"1000000US470370113003015","Block 3015, Block Group 3, Census Tract 113, Davidson County, Tennessee","33","13","20"
"1000000US470370113003016","Block 3016, Block Group 3, Census Tract 113, Davidson County, Tennessee","41","41","0"
"1000000US470370113003017","Block 3017, Block Group 3, Census Tract 113, Davidson County, Tennessee","18","13","5"
"1000000US470370113003018","Block 3018, Block Group 3, Census Tract 113, Davidson County, Tennessee","32","19","13"
"1000000US470370113003019","Block 3019, Block Group 3, Census Tract 113, Davidson County, Tennessee","24","23","1"
"1000000US470370113003020","Block 3020, Block Group 3, Census Tract 113, Davidson County, Tennessee","44","33","11"
"1000000US470370113003021","Block 3021, Block Group 3, Census Tract 113, Davidson County, Tennessee","12","12","0"
"1000000US470370113003022","Block 3022, Block Group 3, Census Tract 113, Davidson County, Tennessee","39","39","0"
"1000000US470370113003023","Block 3023, Block Group 3, Census Tract 113, Davidson County, Tennessee","43","42","1"
"1000000US470370114001000","Block 1000, Block Group 1, Census Tract 114, Davidson County, Tennessee","32","32","0"
"1000000US470370114001001","Block 1001, Block Group 1, Census Tract 114, Davidson County, Tennessee","69","60","9"
"1000000US470370114001002","Block 1002, Block Group 1, Census Tract 114, Davidson County, Tennessee","99","99","0"
"1000000US470370114001003","Block 1003, Block Group 1, Census Tract 114, Davidson County, Tennessee","26","26","0"
"1000000US470370114001004","Block 1004, Block Group 1, Census Tract 114, Davidson County, Tennessee","12","12","0"
"1000000US470370114001005","Block 1005, Block Group 1, Census Tract 114, Davidson County, Tennessee","27","27","0"
"1000000US470370114001006","Block 1006, Block Group 1, Census Tract 114, Davidson County, Tennessee","21","15","6"
"1000000US470370114001007","Block 1007, Block Group 1, Census Tract 114, Davidson County, Tennessee","21","21","0"
"1000000US470370114001008","Block 1008, Block Group 1, Census Tract 114, Davidson County, Tennessee","24","24","0"
"1000000US470370114001009","Block 1009, Block Group 1, Census Tract 114, Davidson County, Tennessee","23","23","0"
"1000000US470370114001010","Block 1010, Block Group 1, Census Tract 114, Davidson County, Tennessee","57","42","15"
"1000000US470370114001011","Block 1011, Block Group 1, Census Tract 114, Davidson County, Tennessee","32","26","6"
"1000000US470370114001012","Block 1012, Block Group 1, Census Tract 114, Davidson County, Tennessee","28","28","0"
"1000000US470370114001013","Block 1013, Block Group 1, Census Tract 114, Davidson County, Tennessee","27","27","0"
"1000000US470370114001014","Block 1014, Block Group 1, Census Tract 114, Davidson County, Tennessee","18","13","5"
"1000000US470370114001015","Block 1015, Block Group 1, Census Tract 114, Davidson County, Tennessee","28","14","14"
"1000000US470370114001016","Block 1016, Block Group 1, Census Tract 114, Davidson County, Tennessee","1","0","1"
"1000000US470370114001017","Block 1017, Block Group 1, Census Tract 114, Davidson County, Tennessee","44","44","0"
"1000000US470370114001018","Block 1018, Block Group 1, Census Tract 114, Davidson County, Tennessee","18","17","1"
"1000000US470370114001019","Block 1019, Block Group 1, Census Tract 114, Davidson County, Tennessee","9","6","3"
"1000000US470370114001020","Block 1020, Block Group 1, Census Tract 114, Davidson County, Tennessee","29","29","0"
"1000000US470370114001021","Block 1021, Block Group 1, Census Tract 114, Davidson County, Tennessee","0","0","0"
"1000000US470370114001022","Block 1022, Block Group 1, Census Tract 114, Davidson County, Tennessee","15","13","2"
"1000000US470370114001023","Block 1023, Block Group 1, Census Tract 114, Davidson County, Tennessee","21","21","0"
"1000000US470370114001024","Block 1024, Block Group 1, Census Tract 114, Davidson County, Tennessee","22","21","1"
"1000000US470370114001025","Block 1025, Block Group 1, Census Tract 114, Davidson County, Tennessee","8","8","0"
"1000000US470370114001026","Block 1026, Block Group 1, Census Tract 114, Davidson County, Tennessee","18","18","0"
"1000000US470370114001027","Block 1027, Block Group 1, Census Tract 114, Davidson County, Tennessee","37","35","2"
"1000000US470370114001028","Block 1028, Block Group 1, Census Tract 114, Davidson County, Tennessee","10","1","9"
"1000000US470370114002000","Block 2000, Block Group 2, Census Tract 114, Davidson County, Tennessee","58","45","13"
"1000000US470370114002001","Block 2001, Block Group 2, Census Tract 114, Davidson County, Tennessee","22","22","0"
"1000000US470370114002002","Block 2002, Block Group 2, Census Tract 114, Davidson County, Tennessee","0","0","0"
"1000000US470370114002003","Block 2003, Block Group 2, Census Tract 114, Davidson County, Tennessee","338","322","16"
"1000000US470370114002004","Block 2004, Block Group 2, Census Tract 114, Davidson County, Tennessee","54","47","7"
"1000000US470370114002005","Block 2005, Block Group 2, Census Tract 114, Davidson County, Tennessee","38","38","0"
"1000000US470370114002006","Block 2006, Block Group 2, Census Tract 114, Davidson County, Tennessee","38","30","8"
"1000000US470370114002007","Block 2007, Block Group 2, Census Tract 114, Davidson County, Tennessee","15","15","0"
"1000000US470370114002008","Block 2008, Block Group 2, Census Tract 114, Davidson County, Tennessee","30","30","0"
"1000000US470370114003000","Block 3000, Block Group 3, Census Tract 114, Davidson County, Tennessee","1","1","0"
"1000000US470370114003001","Block 3001, Block Group 3, Census Tract 114, Davidson County, Tennessee","39","32","7"
"1000000US470370114003002","Block 3002, Block Group 3, Census Tract 114, Davidson County, Tennessee","175","157","18"
"1000000US470370114003003","Block 3003, Block Group 3, Census Tract 114, Davidson County, Tennessee","85","78","7"
"1000000US470370114003004","Block 3004, Block Group 3, Census Tract 114, Davidson County, Tennessee","91","87","4"
"1000000US470370114003005","Block 3005, Block Group 3, Census Tract 114, Davidson County, Tennessee","32","32","0"
"1000000US470370114003006","Block 3006, Block Group 3, Census Tract 114, Davidson County, Tennessee","32","23","9"
"1000000US470370114003007","Block 3007, Block Group 3, Census Tract 114, Davidson County, Tennessee","27","23","4"
"1000000US470370114003008","Block 3008, Block Group 3, Census Tract 114, Davidson County, Tennessee","18","18","0"
"1000000US470370114003009","Block 3009, Block Group 3, Census Tract 114, Davidson County, Tennessee","19","9","10"
"1000000US470370114003010","Block 3010, Block Group 3, Census Tract 114, Davidson County, Tennessee","14","10","4"
"1000000US470370114003011","Block 3011, Block Group 3, Census Tract 114, Davidson County, Tennessee","0","0","0"
"1000000US470370114004000","Block 4000, Block Group 4, Census Tract 114, Davidson County, Tennessee","54","54","0"
"1000000US470370114004001","Block 4001, Block Group 4, Census Tract 114, Davidson County, Tennessee","23","23","0"
"1000000US470370114004002","Block 4002, Block Group 4, Census Tract 114, Davidson County, Tennessee","39","39","0"
"1000000US470370114004003","Block 4003, Block Group 4, Census Tract 114, Davidson County, Tennessee","15","13","2"
"1000000US470370114004004","Block 4004, Block Group 4, Census Tract 114, Davidson County, Tennessee","13","13","0"
"1000000US470370114004005","Block 4005, Block Group 4, Census Tract 114, Davidson County, Tennessee","17","5","12"
"1000000US470370114004006","Block 4006, Block Group 4, Census Tract 114, Davidson County, Tennessee","0","0","0"
"1000000US470370114004007","Block 4007, Block Group 4, Census Tract 114, Davidson County, Tennessee","298","147","151"
"1000000US470370114004008","Block 4008, Block Group 4, Census Tract 114, Davidson County, Tennessee","49","38","11"
"1000000US470370114004009","Block 4009, Block Group 4, Census Tract 114, Davidson County, Tennessee","51","51","0"
"1000000US470370114004010","Block 4010, Block Group 4, Census Tract 114, Davidson County, Tennessee","31","29","2"
"1000000US470370114004011","Block 4011, Block Group 4, Census Tract 114, Davidson County, Tennessee","39","29","10"
"1000000US470370114004012","Block 4012, Block Group 4, Census Tract 114, Davidson County, Tennessee","43","42","1"
"1000000US470370114004013","Block 4013, Block Group 4, Census Tract 114, Davidson County, Tennessee","51","51","0"
"1000000US470370114004014","Block 4014, Block Group 4, Census Tract 114, Davidson County, Tennessee","14","14","0"
"1000000US470370114004015","Block 4015, Block Group 4, Census Tract 114, Davidson County, Tennessee","16","16","0"
"1000000US470370114004016","Block 4016, Block Group 4, Census Tract 114, Davidson County, Tennessee","10","5","5"
"1000000US470370114004017","Block 4017, Block Group 4, Census Tract 114, Davidson County, Tennessee","15","13","2"
"1000000US470370114004018","Block 4018, Block Group 4, Census Tract 114, Davidson County, Tennessee","17","13","4"
"1000000US470370114004019","Block 4019, Block Group 4, Census Tract 114, Davidson County, Tennessee","8","8","0"
"1000000US470370114004020","Block 4020, Block Group 4, Census Tract 114, Davidson County, Tennessee","22","22","0"
"1000000US470370115001000","Block 1000, Block Group 1, Census Tract 115, Davidson County, Tennessee","24","24","0"
"1000000US470370115001001","Block 1001, Block Group 1, Census Tract 115, Davidson County, Tennessee","34","30","4"
"1000000US470370115001002","Block 1002, Block Group 1, Census Tract 115, Davidson County, Tennessee","25","25","0"
"1000000US470370115001003","Block 1003, Block Group 1, Census Tract 115, Davidson County, Tennessee","38","38","0"
"1000000US470370115001004","Block 1004, Block Group 1, Census Tract 115, Davidson County, Tennessee","14","14","0"
"1000000US470370115001005","Block 1005, Block Group 1, Census Tract 115, Davidson County, Tennessee","15","15","0"
"1000000US470370115001006","Block 1006, Block Group 1, Census Tract 115, Davidson County, Tennessee","13","8","5"
"1000000US470370115001007","Block 1007, Block Group 1, Census Tract 115, Davidson County, Tennessee","3","0","3"
"1000000US470370115001008","Block 1008, Block Group 1, Census Tract 115, Davidson County, Tennessee","16","13","3"
"1000000US470370115001009","Block 1009, Block Group 1, Census Tract 115, Davidson County, Tennessee","7","7","0"
"1000000US470370115001010","Block 1010, Block Group 1, Census Tract 115, Davidson County, Tennessee","15","15","0"
"1000000US470370115001011","Block 1011, Block Group 1, Census Tract 115, Davidson County, Tennessee","14","14","0"
"1000000US470370115001012","Block 1012, Block Group 1, Census Tract 115, Davidson County, Tennessee","18","17","1"
"1000000US470370115001013","Block 1013, Block Group 1, Census Tract 115, Davidson County, Tennessee","24","20","4"
"1000000US470370115001014","Block 1014, Block Group 1, Census Tract 115, Davidson County, Tennessee","25","25","0"
"1000000US470370115001015","Block 1015, Block Group 1, Census Tract 115, Davidson County, Tennessee","23","23","0"
"1000000US470370115001016","Block 1016, Block Group 1, Census Tract 115, Davidson County, Tennessee","25","20","5"
"1000000US470370115001017","Block 1017, Block Group 1, Census Tract 115, Davidson County, Tennessee","18","18","0"
"1000000US470370115001018","Block 1018, Block Group 1, Census Tract 115, Davidson County, Tennessee","3","0","3"
"1000000US470370115001019","Block 1019, Block Group 1, Census Tract 115, Davidson County, Tennessee","25","23","2"
"1000000US470370115001020","Block 1020, Block Group 1, Census Tract 115, Davidson County, Tennessee","17","17","0"
"1000000US470370115002000","Block 2000, Block Group 2, Census Tract 115, Davidson County, Tennessee","20","20","0"
"1000000US470370115002001","Block 2001, Block Group 2, Census Tract 115, Davidson County, Tennessee","19","19","0"
"1000000US470370115002002","Block 2002, Block Group 2, Census Tract 115, Davidson County, Tennessee","5","5","0"
"1000000US470370115002003","Block 2003, Block Group 2, Census Tract 115, Davidson County, Tennessee","75","71","4"
"1000000US470370115002004","Block 2004, Block Group 2, Census Tract 115, Davidson County, Tennessee","38","38","0"
"1000000US470370115002005","Block 2005, Block Group 2, Census Tract 115, Davidson County, Tennessee","18","18","0"
"1000000US470370115002006","Block 2006, Block Group 2, Census Tract 115, Davidson County, Tennessee","38","38","0"
"1000000US470370115002007","Block 2007, Block Group 2, Census Tract 115, Davidson County, Tennessee","16","16","0"
"1000000US470370115002008","Block 2008, Block Group 2, Census Tract 115, Davidson County, Tennessee","78","78","0"
"1000000US470370115002009","Block 2009, Block Group 2, Census Tract 115, Davidson County, Tennessee","74","71","3"
"1000000US470370115002010","Block 2010, Block Group 2, Census Tract 115, Davidson County, Tennessee","21","19","2"
"1000000US470370115002011","Block 2011, Block Group 2, Census Tract 115, Davidson County, Tennessee","21","21","0"
"1000000US470370115002012","Block 2012, Block Group 2, Census Tract 115, Davidson County, Tennessee","29","29","0"
"1000000US470370115002013","Block 2013, Block Group 2, Census Tract 115, Davidson County, Tennessee","42","31","11"
"1000000US470370115002014","Block 2014, Block Group 2, Census Tract 115, Davidson County, Tennessee","41","38","3"
"1000000US470370115002015","Block 2015, Block Group 2, Census Tract 115, Davidson County, Tennessee","17","14","3"
"1000000US470370115002016","Block 2016, Block Group 2, Census Tract 115, Davidson County, Tennessee","27","27","0"
"1000000US470370115002017","Block 2017, Block Group 2, Census Tract 115, Davidson County, Tennessee","16","16","0"
"1000000US470370115002018","Block 2018, Block Group 2, Census Tract 115, Davidson County, Tennessee","21","21","0"
"1000000US470370115002019","Block 2019, Block Group 2, Census Tract 115, Davidson County, Tennessee","7","7","0"
"1000000US470370115003000","Block 3000, Block Group 3, Census Tract 115, Davidson County, Tennessee","39","36","3"
"1000000US470370115003001","Block 3001, Block Group 3, Census Tract 115, Davidson County, Tennessee","19","19","0"
"1000000US470370115003002","Block 3002, Block Group 3, Census Tract 115, Davidson County, Tennessee","35","35","0"
"1000000US470370115003003","Block 3003, Block Group 3, Census Tract 115, Davidson County, Tennessee","36","36","0"
"1000000US470370115003004","Block 3004, Block Group 3, Census Tract 115, Davidson County, Tennessee","14","14","0"
"1000000US470370115003005","Block 3005, Block Group 3, Census Tract 115, Davidson County, Tennessee","10","7","3"
"1000000US470370115003006","Block 3006, Block Group 3, Census Tract 115, Davidson County, Tennessee","27","27","0"
"1000000US470370115003007","Block 3007, Block Group 3, Census Tract 115, Davidson County, Tennessee","8","8","0"
"1000000US470370115003008","Block 3008, Block Group 3, Census Tract 115, Davidson County, Tennessee","24","24","0"
"1000000US470370115003009","Block 3009, Block Group 3, Census Tract 115, Davidson County, Tennessee","45","45","0"
"1000000US470370115003010","Block 3010, Block Group 3, Census Tract 115, Davidson County, Tennessee","7","7","0"
"1000000US470370115003011","Block 3011, Block Group 3, Census Tract 115, Davidson County, Tennessee","23","23","0"
"1000000US470370115003012","Block 3012, Block Group 3, Census Tract 115, Davidson County, Tennessee","14","14","0"
"1000000US470370115003013","Block 3013, Block Group 3, Census Tract 115, Davidson County, Tennessee","13","13","0"
"1000000US470370115003014","Block 3014, Block Group 3, Census Tract 115, Davidson County, Tennessee","16","16","0"
"1000000US470370115003015","Block 3015, Block Group 3, Census Tract 115, Davidson County, Tennessee","22","22","0"
"1000000US470370115004000","Block 4000, Block Group 4, Census Tract 115, Davidson County, Tennessee","0","0","0"
"1000000US470370115004001","Block 4001, Block Group 4, Census Tract 115, Davidson County, Tennessee","0","0","0"
"1000000US470370115004002","Block 4002, Block Group 4, Census Tract 115, Davidson County, Tennessee","149","126","23"
"1000000US470370115004003","Block 4003, Block Group 4, Census Tract 115, Davidson County, Tennessee","25","25","0"
"1000000US470370115004004","Block 4004, Block Group 4, Census Tract 115, Davidson County, Tennessee","61","61","0"
"1000000US470370115004005","Block 4005, Block Group 4, Census Tract 115, Davidson County, Tennessee","30","30","0"
"1000000US470370115004006","Block 4006, Block Group 4, Census Tract 115, Davidson County, Tennessee","75","68","7"
"1000000US470370115004007","Block 4007, Block Group 4, Census Tract 115, Davidson County, Tennessee","22","22","0"
"1000000US470370115004008","Block 4008, Block Group 4, Census Tract 115, Davidson County, Tennessee","6","3","3"
"1000000US470370115004009","Block 4009, Block Group 4, Census Tract 115, Davidson County, Tennessee","31","31","0"
"1000000US470370115004010","Block 4010, Block Group 4, Census Tract 115, Davidson County, Tennessee","23","23","0"
"1000000US470370115004011","Block 4011, Block Group 4, Census Tract 115, Davidson County, Tennessee","20","20","0"
"1000000US470370115004012","Block 4012, Block Group 4, Census Tract 115, Davidson County, Tennessee","17","17","0"
"1000000US470370116001000","Block 1000, Block Group 1, Census Tract 116, Davidson County, Tennessee","0","0","0"
"1000000US470370116001001","Block 1001, Block Group 1, Census Tract 116, Davidson County, Tennessee","327","312","15"
"1000000US470370116001002","Block 1002, Block Group 1, Census Tract 116, Davidson County, Tennessee","16","11","5"
"1000000US470370116001003","Block 1003, Block Group 1, Census Tract 116, Davidson County, Tennessee","13","13","0"
"1000000US470370116001004","Block 1004, Block Group 1, Census Tract 116, Davidson County, Tennessee","20","14","6"
"1000000US470370116001005","Block 1005, Block Group 1, Census Tract 116, Davidson County, Tennessee","20","20","0"
"1000000US470370116001006","Block 1006, Block Group 1, Census Tract 116, Davidson County, Tennessee","32","32","0"
"1000000US470370116001007","Block 1007, Block Group 1, Census Tract 116, Davidson County, Tennessee","28","28","0"
"1000000US470370116001008","Block 1008, Block Group 1, Census Tract 116, Davidson County, Tennessee","20","8","12"
"1000000US470370116001009","Block 1009, Block Group 1, Census Tract 116, Davidson County, Tennessee","18","17","1"
"1000000US470370116001010","Block 1010, Block Group 1, Census Tract 116, Davidson County, Tennessee","6","6","0"
"1000000US470370116002000","Block 2000, Block Group 2, Census Tract 116, Davidson County, Tennessee","38","34","4"
"1000000US470370116002001","Block 2001, Block Group 2, Census Tract 116, Davidson County, Tennessee","106","101","5"
"1000000US470370116002002","Block 2002, Block Group 2, Census Tract 116, Davidson County, Tennessee","43","41","2"
"1000000US470370116002003","Block 2003, Block Group 2, Census Tract 116, Davidson County, Tennessee","43","43","0"
"1000000US470370116002004","Block 2004, Block Group 2, Census Tract 116, Davidson County, Tennessee","157","153","4"
"1000000US470370116002005","Block 2005, Block Group 2, Census Tract 116, Davidson County, Tennessee","16","16","0"
"1000000US470370116002006","Block 2006, Block Group 2, Census Tract 116, Davidson County, Tennessee","13","11","2"
"1000000US470370116002007","Block 2007, Block Group 2, Census Tract 116, Davidson County, Tennessee","33","33","0"
"1000000US470370116002008","Block 2008, Block Group 2, Census Tract 116, Davidson County, Tennessee","2","0","2"
"1000000US470370116002009","Block 2009, Block Group 2, Census Tract 116, Davidson County, Tennessee","69","52","17"
"1000000US470370116003000","Block 3000, Block Group 3, Census Tract 116, Davidson County, Tennessee","22","21","1"
"1000000US470370116003001","Block 3001, Block Group 3, Census Tract 116, Davidson County, Tennessee","50","49","1"
"1000000US470370116003002","Block 3002, Block Group 3, Census Tract 116, Davidson County, Tennessee","33","33","0"
"1000000US470370116003003","Block 3003, Block Group 3, Census Tract 116, Davidson County, Tennessee","12","12","0"
"1000000US470370116003004","Block 3004, Block Group 3, Census Tract 116, Davidson County, Tennessee","99","98","1"
"1000000US470370116003005","Block 3005, Block Group 3, Census Tract 116, Davidson County, Tennessee","79","73","6"
"1000000US470370116003006","Block 3006, Block Group 3, Census Tract 116, Davidson County, Tennessee","64","64","0"
"1000000US470370116003007","Block 3007, Block Group 3, Census Tract 116, Davidson County, Tennessee","47","47","0"
"1000000US470370116003008","Block 3008, Block Group 3, Census Tract 116, Davidson County, Tennessee","22","22","0"
"1000000US470370116003009","Block 3009, Block Group 3, Census Tract 116, Davidson County, Tennessee","5","5","0"
"1000000US470370116004000","Block 4000, Block Group 4, Census Tract 116, Davidson County, Tennessee","36","36","0"
"1000000US470370116004001","Block 4001, Block Group 4, Census Tract 116, Davidson County, Tennessee","36","29","7"
"1000000US470370116004002","Block 4002, Block Group 4, Census Tract 116, Davidson County, Tennessee","26","18","8"
"1000000US470370116004003","Block 4003, Block Group 4, Census Tract 116, Davidson County, Tennessee","34","34","0"
"1000000US470370116004004","Block 4004, Block Group 4, Census Tract 116, Davidson County, Tennessee","30","30","0"
"1000000US470370116004005","Block 4005, Block Group 4, Census Tract 116, Davidson County, Tennessee","23","12","11"
"1000000US470370116004006","Block 4006, Block Group 4, Census Tract 116, Davidson County, Tennessee","44","41","3"
"1000000US470370116004007","Block 4007, Block Group 4, Census Tract 116, Davidson County, Tennessee","15","15","0"
"1000000US470370116004008","Block 4008, Block Group 4, Census Tract 116, Davidson County, Tennessee","52","52","0"
"1000000US470370116004009","Block 4009, Block Group 4, Census Tract 116, Davidson County, Tennessee","90","78","12"
"1000000US470370116004010","Block 4010, Block Group 4, Census Tract 116, Davidson County, Tennessee","8","6","2"
"1000000US470370116004011","Block 4011, Block Group 4, Census Tract 116, Davidson County, Tennessee","17","17","0"
"1000000US470370116004012","Block 4012, Block Group 4, Census Tract 116, Davidson County, Tennessee","61","52","9"
"1000000US470370116004013","Block 4013, Block Group 4, Census Tract 116, Davidson County, Tennessee","67","66","1"
"1000000US470370116004014","Block 4014, Block Group 4, Census Tract 116, Davidson County, Tennessee","11","11","0"
"1000000US470370116005000","Block 5000, Block Group 5, Census Tract 116, Davidson County, Tennessee","77","65","12"
"1000000US470370116005001","Block 5001, Block Group 5, Census Tract 116, Davidson County, Tennessee","22","22","0"
"1000000US470370116005002","Block 5002, Block Group 5, Census Tract 116, Davidson County, Tennessee","11","11","0"
"1000000US470370116005003","Block 5003, Block Group 5, Census Tract 116, Davidson County, Tennessee","29","26","3"
"1000000US470370116005004","Block 5004, Block Group 5, Census Tract 116, Davidson County, Tennessee","39","39","0"
"1000000US470370116005005","Block 5005, Block Group 5, Census Tract 116, Davidson County, Tennessee","34","25","9"
"1000000US470370116005006","Block 5006, Block Group 5, Census Tract 116, Davidson County, Tennessee","31","31","0"
"1000000US470370116005007","Block 5007, Block Group 5, Census Tract 116, Davidson County, Tennessee","58","49","9"
"1000000US470370116005008","Block 5008, Block Group 5, Census Tract 116, Davidson County, Tennessee","22","22","0"
"1000000US470370116005009","Block 5009, Block Group 5, Census Tract 116, Davidson County, Tennessee","23","20","3"
"1000000US470370116005010","Block 5010, Block Group 5, Census Tract 116, Davidson County, Tennessee","54","54","0"
"1000000US470370116005011","Block 5011, Block Group 5, Census Tract 116, Davidson County, Tennessee","19","18","1"
"1000000US470370116005012","Block 5012, Block Group 5, Census Tract 116, Davidson County, Tennessee","15","15","0"
"1000000US470370116005013","Block 5013, Block Group 5, Census Tract 116, Davidson County, Tennessee","56","49","7"
"1000000US470370117001000","Block 1000, Block Group 1, Census Tract 117, Davidson County, Tennessee","71","71","0"
"1000000US470370117001001","Block 1001, Block Group 1, Census Tract 117, Davidson County, Tennessee","27","27","0"
"1000000US470370117001002","Block 1002, Block Group 1, Census Tract 117, Davidson County, Tennessee","22","21","1"
"1000000US470370117001003","Block 1003, Block Group 1, Census Tract 117, Davidson County, Tennessee","5","5","0"
"1000000US470370117001004","Block 1004, Block Group 1, Census Tract 117, Davidson County, Tennessee","0","0","0"
"1000000US470370117001005","Block 1005, Block Group 1, Census Tract 117, Davidson County, Tennessee","15","9","6"
"1000000US470370117001006","Block 1006, Block Group 1, Census Tract 117, Davidson County, Tennessee","16","12","4"
"1000000US470370117001007","Block 1007, Block Group 1, Census Tract 117, Davidson County, Tennessee","9","9","0"
"1000000US470370117001008","Block 1008, Block Group 1, Census Tract 117, Davidson County, Tennessee","8","0","8"
"1000000US470370117001009","Block 1009, Block Group 1, Census Tract 117, Davidson County, Tennessee","8","8","0"
"1000000US470370117001010","Block 1010, Block Group 1, Census Tract 117, Davidson County, Tennessee","23","23","0"
"1000000US470370117001011","Block 1011, Block Group 1, Census Tract 117, Davidson County, Tennessee","26","19","7"
"1000000US470370117001012","Block 1012, Block Group 1, Census Tract 117, Davidson County, Tennessee","16","11","5"
"1000000US470370117001013","Block 1013, Block Group 1, Census Tract 117, Davidson County, Tennessee","12","12","0"
"1000000US470370117001014","Block 1014, Block Group 1, Census Tract 117, Davidson County, Tennessee","19","15","4"
"1000000US470370117001015","Block 1015, Block Group 1, Census Tract 117, Davidson County, Tennessee","7","7","0"
"1000000US470370117001016","Block 1016, Block Group 1, Census Tract 117, Davidson County, Tennessee","53","51","2"
"1000000US470370117001017","Block 1017, Block Group 1, Census Tract 117, Davidson County, Tennessee","11","11","0"
"1000000US470370117001018","Block 1018, Block Group 1, Census Tract 117, Davidson County, Tennessee","13","13","0"
"1000000US470370117001019","Block 1019, Block Group 1, Census Tract 117, Davidson County, Tennessee","9","4","5"
"1000000US470370117001020","Block 1020, Block Group 1, Census Tract 117, Davidson County, Tennessee","16","16","0"
"1000000US470370117002000","Block 2000, Block Group 2, Census Tract 117, Davidson County, Tennessee","12","12","0"
"1000000US470370117002001","Block 2001, Block Group 2, Census Tract 117, Davidson County, Tennessee","11","11","0"
